,id,fdc_id,nutrient_id,amount,data_points,derivation_id,min,max,median,footnote,min_year_acquired
14855,2232242,324317,1007,1.44,11.0,1.0,1.15,1.89,1.39,,2012.0
14856,2232241,324317,1003,4.52,,49.0,3.1,5.52,4.25,,
14857,2232236,324317,1098,0.081,11.0,1.0,0.054,0.122,0.074,,2012.0
14858,2232257,324317,1063,4.5,,4.0,,,,,
14859,2232262,324317,2012,0.041,,4.0,,,,,
14860,2232254,324317,1195,0.5,1.0,1.0,,,0.5,,2012.0
14861,2232252,324317,1194,4.9,1.0,1.0,,,4.9,,2012.0
14862,2232224,324317,1316,6.66,7.0,1.0,5.77,7.82,6.44,,2012.0
14863,2232268,324317,2024,0.0,,4.0,,,,,
14864,2232247,324317,1095,0.59,11.0,1.0,0.3,1.02,0.37,,2012.0
14865,2232258,324317,1050,34.0,,4.0,,,,,
14866,2232256,324317,1199,0.0,1.0,1.0,,,0.0,,2012.0
14867,2232251,324317,1334,0.0,7.0,1.0,0.0,0.0,0.0,,2012.0
14868,2232253,324317,1197,2.0,1.0,1.0,,,2.0,,2012.0
14869,2232245,324317,1013,0.03,7.0,1.0,0.0,0.2,0.0,,2012.0
14870,2232230,324317,1405,0.0,7.0,1.0,0.0,0.0,0.0,,2012.0
14871,2232231,324317,1409,0.0,7.0,1.0,0.0,0.0,0.0,,2012.0
14872,2232233,324317,1090,20.4,11.0,1.0,13.9,29.0,16.8,,2012.0
14873,2232240,324317,1089,1.14,11.0,1.0,0.79,1.53,1.07,,2012.0
14874,2232221,324317,1303,0.0,7.0,1.0,0.0,0.0,0.0,,2012.0
14875,2232255,324317,1196,3.3,1.0,1.0,,,3.3,,2012.0
14876,2232265,324317,2020,0.0,,4.0,,,,,
14877,2232229,324317,1404,0.859,7.0,1.0,0.734,1.03,0.829,,2012.0
14878,2232264,324317,2018,0.906,,4.0,,,,,
14879,2232226,324317,1323,0.007,7.0,1.0,0.006,0.008,0.008,,2012.0
14880,2232222,324317,1312,0.0,7.0,1.0,0.0,0.0,0.0,,2012.0
14881,2232227,324317,1329,0.01,,4.0,,,,,
14882,2232235,324317,1093,374.0,11.0,1.0,259.0,552.0,351.0,,2012.0
14883,2232249,324317,1335,0.0,7.0,1.0,0.0,0.0,0.0,,2012.0
14884,2232250,324317,1414,0.0,7.0,1.0,0.0,0.0,0.0,,2012.0
14885,2232234,324317,1091,75.0,11.0,1.0,56.0,98.0,78.0,,2012.0
14886,2232228,324317,1333,0.0,7.0,1.0,0.0,0.0,0.0,,2012.0
14887,2232248,324317,1002,0.74,11.0,1.0,0.51,0.91,0.7,,2012.0
14888,2232196,324317,1306,0.032,7.0,1.0,0.022,0.043,0.033,,2012.0
14889,2232200,324317,1321,0.047,7.0,1.0,0.043,0.054,0.045,,2012.0
14890,2232179,324317,1175,0.127,7.0,1.0,0.11,0.15,0.13,,2012.0
14891,2232183,324317,1260,0.0,7.0,1.0,0.0,0.0,0.0,,2012.0
14892,2232216,324317,1273,0.04,7.0,1.0,0.035,0.045,0.039,,2012.0
14893,2232201,324317,1406,0.0,7.0,1.0,0.0,0.0,0.0,,2012.0
14894,2232187,324317,1267,0.036,7.0,1.0,0.0,0.049,0.041,,2012.0
14895,2232169,324317,1010,1.34,7.0,1.0,0.3,2.4,1.6,,2012.0
14896,2232180,324317,1180,10.7,1.0,1.0,,,10.7,,2012.0
14897,2232211,324317,1258,2.15,,4.0,,,,,
14898,2232210,324317,1257,0.041,,4.0,,,,,
14899,2232163,324317,1092,135.0,11.0,1.0,110.0,172.0,127.0,,2012.0
14900,2232219,324317,1300,0.014,7.0,1.0,0.011,0.016,0.014,,2012.0
14901,2232182,324317,1259,0.0,7.0,1.0,0.0,0.0,0.0,,2012.0
14902,2232184,324317,1262,0.012,7.0,1.0,0.01,0.015,0.011,,2012.0
14903,2232166,324317,1004,14.4,11.0,1.0,12.6,15.8,14.8,,2012.0
14904,2232191,324317,1292,2.87,,4.0,,,,,
14905,2232206,324317,1162,1.6,2.0,1.0,1.6,1.7,1.6,,2012.0
14906,2232181,324317,1198,36.4,1.0,1.0,,,36.4,,2012.0
14907,2232207,324317,1165,0.196,7.0,1.0,0.16,0.25,0.17,,2012.0
14908,2232185,324317,1265,1.45,7.0,1.0,1.26,1.66,1.44,,2012.0
14909,2232174,324317,1126,3.47,7.0,1.0,0.0,7.93,2.54,,2012.0
14910,2232215,324317,1272,0.0,7.0,1.0,0.0,0.0,0.0,,2012.0
14911,2232193,324317,1299,0.004,7.0,1.0,0.003,0.005,0.004,,2012.0
14912,2232204,324317,1130,0.0,7.0,1.0,0.0,0.0,0.0,,2012.0
14913,2232220,324317,1301,0.015,7.0,1.0,0.014,0.016,0.015,,2012.0
14914,2232192,324317,1293,7.58,,4.0,,,,,
14915,2232186,324317,1266,0.559,7.0,1.0,0.478,0.649,0.557,,2012.0
14916,2232167,324317,1005,36.3,,49.0,,,,,
14917,2232164,324317,1103,5.6,7.0,1.0,5.2,6.5,5.5,,2012.0
14918,2232212,324317,1261,0.006,7.0,1.0,0.0,0.019,0.005,,2012.0
14919,2232218,324317,1280,0.0,7.0,1.0,0.0,0.0,0.0,,2012.0
14920,2232175,324317,1128,0.0,7.0,1.0,0.0,0.0,0.0,,2012.0
14921,2232214,324317,1264,0.011,7.0,1.0,0.01,0.013,0.011,,2012.0
14922,2232168,324317,1008,288.0,,49.0,,,,,
14923,2232198,324317,1313,0.003,7.0,1.0,0.0,0.005,0.004,,2012.0
14924,2232172,324317,1051,43.4,11.0,1.0,37.5,50.5,44.0,,2012.0
14925,2232171,324317,1014,0.71,7.0,1.0,0.6,0.8,0.7,,2012.0
14926,2232209,324317,1177,31.0,7.0,1.0,20.0,41.0,28.0,,2012.0
14927,2232213,324317,1263,0.005,7.0,1.0,0.003,0.006,0.005,,2012.0
14928,2232197,324317,1311,0.004,7.0,1.0,0.0,0.006,0.005,,2012.0
14929,2232178,324317,1170,0.302,4.0,1.0,0.26,0.4,0.275,,2012.0
14930,2232189,324317,1276,0.0,7.0,1.0,0.0,0.0,0.0,,2012.0
14931,2232190,324317,1277,0.041,7.0,1.0,0.031,0.054,0.042,,2012.0
14932,2232217,324317,1278,0.0,7.0,1.0,0.0,0.0,0.0,,2012.0
14933,2232170,324317,1011,1.2,7.0,1.0,1.0,1.6,1.1,,2012.0
14934,2232188,324317,1271,0.005,7.0,1.0,0.0,0.006,0.006,,2012.0
14935,2232173,324317,1125,0.98,7.0,1.0,0.07,6.31,0.09,,2012.0
14936,2232208,324317,1166,0.116,7.0,1.0,0.09,0.14,0.12,,2012.0
14937,2232176,324317,1129,0.2,7.0,1.0,0.09,0.32,0.19,,2012.0
14938,2232177,324317,1167,1.57,7.0,1.0,1.07,1.82,1.6,,2012.0
14939,2232199,324317,1314,0.012,7.0,1.0,0.01,0.015,0.013,,2012.0
14940,2232165,324317,1109,0.57,7.0,1.0,0.37,0.73,0.55,,2012.0
14941,2232203,324317,1127,1.96,7.0,1.0,1.05,2.99,1.61,,2012.0
14942,2232205,324317,1131,0.0,7.0,1.0,0.0,0.0,0.0,,2012.0
14943,2232202,324317,1101,0.435,11.0,1.0,0.259,0.65,0.36,,2012.0
14944,2232195,324317,1305,0.001,7.0,1.0,0.0,0.003,0.0,,2012.0
14945,2232194,324317,1304,0.008,7.0,1.0,0.004,0.02,0.007,,2012.0
14946,13338515,324317,2047,293.0,,1.0,,,,,
14947,13338417,324317,2048,289.0,,49.0,,,,,
15689,2233036,324653,1003,0.48,,49.0,0.31,0.75,0.5,,
15690,2233039,324653,1079,1.0,9.0,1.0,0.8,1.3,1.0,,2013.0
15691,2233018,324653,1123,199.0,5.0,1.0,137.0,300.0,146.0,,2013.0
15692,2233013,324653,1013,0.0,23.0,1.0,0.0,0.0,0.0,,2013.0
15693,2233038,324653,1012,0.65,23.0,1.0,0.52,0.84,0.64,,2013.0
15694,2233043,324653,1162,2.1,3.0,1.0,1.0,3.5,1.9,,2013.0
15695,2233056,324653,1130,0.0,5.0,1.0,0.0,0.0,0.0,,2013.0
15696,2233054,324653,1127,0.0,5.0,1.0,0.0,0.0,0.0,,2013.0
15697,2233029,324653,1092,112.0,36.0,1.0,87.0,145.0,112.0,,2013.0
15698,2233047,324653,1165,0.047,9.0,1.0,0.04,0.05,0.05,,2013.0
15699,2233021,324653,1120,1.0,5.0,1.0,1.0,1.0,1.0,,2013.0
15700,2233050,324653,1008,12.0,,49.0,,,,,
15701,2233053,324653,1002,0.08,36.0,1.0,0.05,0.12,0.08,,2013.0
15702,2233014,324653,1075,0.0,23.0,1.0,0.0,0.0,0.0,,2013.0
15703,2233026,324653,1051,94.7,36.0,1.0,93.2,95.7,94.9,,2013.0
15704,2233027,324653,1011,0.63,23.0,1.0,0.46,0.8,0.62,,2013.0
15705,2233037,324653,1007,2.44,36.0,1.0,1.35,3.44,2.3,,2013.0
15706,2233042,324653,1091,16.0,36.0,1.0,12.0,19.0,16.0,,2013.0
15707,2233020,324653,1062,50.0,,49.0,,,,,
15708,2233059,324653,1128,0.0,5.0,1.0,0.0,0.0,0.0,,2013.0
15709,2233016,324653,1014,0.0,23.0,1.0,0.0,0.0,0.0,,2013.0
15710,2233057,324653,1129,0.0,5.0,1.0,0.0,0.0,0.0,,2013.0
15711,2233034,324653,1004,0.43,36.0,1.0,0.0,0.9,0.36,,2013.0
15712,2233046,324653,1185,16.8,5.0,1.0,12.3,20.0,17.8,,2013.0
15713,2233051,324653,1122,0.0,5.0,1.0,0.0,0.0,0.0,,2013.0
15714,2233060,324653,1126,0.04,5.0,1.0,0.0,0.06,0.06,,2013.0
15715,2233028,324653,1087,54.0,36.0,1.0,39.0,76.0,54.0,,2013.0
15716,2233049,324653,1183,0.0,5.0,1.0,0.0,0.0,0.0,,2013.0
15717,2233025,324653,1108,0.0,5.0,1.0,0.0,0.0,0.0,,2013.0
15718,2233052,324653,1184,0.0,5.0,1.0,0.0,0.0,0.0,,2013.0
15719,2233022,324653,1093,808.0,36.0,1.0,502.0,1220.0,736.0,,2013.0
15720,2233030,324653,1095,0.11,36.0,1.0,0.08,0.15,0.1,,2013.0
15721,2233024,324653,1107,45.0,5.0,1.0,33.0,64.0,37.0,,2013.0
15722,2233031,324653,1167,0.109,9.0,1.0,0.08,0.13,0.11,,2013.0
15723,2233033,324653,1175,0.034,9.0,1.0,0.03,0.04,0.03,,2013.0
15724,2233045,324653,1101,0.056,36.0,1.0,0.019,0.086,0.058,,2013.0
15725,2233044,324653,1098,0.026,36.0,1.0,0.02,0.034,0.026,,2013.0
15726,2233032,324653,1170,0.2,6.0,1.0,0.17,0.26,0.19,,2013.0
15727,2233058,324653,1125,0.0,5.0,1.0,0.0,0.0,0.0,,2013.0
15728,2233023,324653,1106,4.0,,49.0,,,,,
15729,2233041,324653,1090,7.1,36.0,1.0,5.3,10.8,6.9,,2013.0
15730,2233017,324653,1109,0.12,5.0,1.0,0.1,0.14,0.12,,2013.0
15731,2233061,324653,1063,1.28,,4.0,,,,,
15732,2233055,324653,1131,0.0,5.0,1.0,0.0,0.0,0.0,,2013.0
15733,2233048,324653,1166,0.057,9.0,1.0,0.054,0.063,0.057,,2013.0
15734,2233019,324653,1177,8.0,1.0,1.0,,,8.0,,2013.0
15735,2233040,324653,1089,0.23,36.0,1.0,0.13,0.38,0.21,,2013.0
15736,2233035,324653,1005,1.99,,49.0,,,,,
15737,2233015,324653,1010,0.0,23.0,1.0,0.0,0.0,0.0,,2013.0
15738,13338492,324653,2047,14.0,,1.0,,,,,
15739,13338394,324653,2048,12.0,,49.0,,,,,
16889,2234246,324860,1098,0.42,18.0,1.0,0.383,0.484,0.423,,2013.0
16890,2234250,324860,1316,12.2,18.0,1.0,11.6,12.7,12.3,,2013.0
16891,2234290,324860,1259,0.0,18.0,1.0,0.0,0.0,0.0,,2013.0
16892,2234311,324860,1085,47.9,,4.0,,,,,
16893,2234242,324860,1131,0.0,6.0,1.0,0.0,0.0,0.0,,2013.0
16894,2234255,324860,1300,0.047,18.0,1.0,0.044,0.051,0.046,,2013.0
16895,2234239,324860,1264,0.021,18.0,1.0,0.017,0.026,0.021,,2013.0
16896,2234252,324860,1323,0.029,18.0,1.0,0.026,0.031,0.029,,2013.0
16897,2234237,324860,1261,0.0,18.0,1.0,0.0,0.0,0.0,,2013.0
16898,2234271,324860,1167,13.3,9.0,1.0,12.2,13.7,13.4,,2013.0
16899,2234300,324860,2009,0.0,,4.0,,,,,
16900,2234258,324860,1314,0.03,18.0,1.0,0.029,0.031,0.03,,2013.0
16901,2234262,324860,1277,0.578,18.0,1.0,0.546,0.612,0.578,,2013.0
16902,2234295,324860,1334,0.0,18.0,1.0,0.0,0.0,0.0,,2013.0
16903,2234261,324860,1305,0.001,18.0,1.0,0.0,0.002,0.001,,2013.0
16904,2234264,324860,1271,0.018,18.0,1.0,0.016,0.019,0.018,,2013.0
16905,2234254,324860,1273,1.67,18.0,1.0,1.46,1.83,1.71,,2013.0
16906,2234244,324860,1166,0.191,9.0,1.0,0.17,0.21,0.19,,2013.0
16907,2234305,324860,2020,0.01,,4.0,,,,,
16908,2234221,324860,1306,0.024,18.0,1.0,0.011,0.047,0.017,,2013.0
16909,2234256,324860,1301,0.729,18.0,1.0,0.697,0.756,0.729,,2013.0
16910,2234284,324860,1329,0.035,,4.0,,,,,
16911,2234308,324860,2024,0.0,,4.0,,,,,
16912,2234274,324860,1095,2.54,18.0,1.0,2.37,2.69,2.55,,2013.0
16913,2234303,324860,2016,12.2,,4.0,,,,,
16914,2234289,324860,1276,0.0,18.0,1.0,0.0,0.0,0.0,,2013.0
16915,2234310,324860,2026,0.008,,4.0,,,,,
16916,2234267,324860,1125,0.52,6.0,1.0,0.47,0.56,0.53,,2013.0
16917,2234236,324860,1062,2500.0,,49.0,,,,,
16918,2234299,324860,1330,0.024,,4.0,,,,,
16919,2234298,324860,1050,19.0,,4.0,,,,,
16920,2234286,324860,1293,12.3,,4.0,,,,,
16921,2234232,324860,1090,169.0,18.0,1.0,155.0,182.0,170.0,,2013.0
16922,2234266,324860,1266,2.16,18.0,1.0,2.01,2.35,2.14,,2013.0
16923,2234270,324860,1129,0.0,6.0,1.0,0.0,0.0,0.0,,2013.0
16924,2234309,324860,2025,0.0,,4.0,,,,,
16925,2234234,324860,1003,22.5,,49.0,21.0,23.6,22.6,,
16926,2234251,324860,1317,0.044,18.0,1.0,0.039,0.049,0.044,,2013.0
16927,2234243,324860,1165,0.138,9.0,1.0,0.1,0.19,0.12,,2013.0
16928,2234223,324860,1010,10.2,9.0,1.0,7.01,11.0,10.7,,2013.0
16929,2234292,324860,1262,0.0,18.0,1.0,0.0,0.0,0.0,,2013.0
16930,2234226,324860,1079,4.8,9.0,1.0,3.6,6.1,4.9,,2013.0
16931,2234268,324860,1126,7.54,6.0,1.0,7.19,7.91,7.54,,2013.0
16932,2234265,324860,1265,4.75,18.0,1.0,4.56,4.94,4.75,,2013.0
16933,2234235,324860,1007,2.91,18.0,1.0,2.79,3.12,2.92,,2013.0
16934,2234296,324860,1002,4.11,18.0,1.0,3.84,4.32,4.14,,2013.0
16935,2234282,324860,1257,0.06,,4.0,,,,,
16936,2234228,324860,1012,0.13,9.0,1.0,0.0,1.2,0.0,,2013.0
16937,2234225,324860,1014,0.0,9.0,1.0,0.0,0.0,0.0,,2013.0
16938,2234291,324860,1260,0.0,18.0,1.0,0.0,0.0,0.0,,2013.0
16939,2234249,324860,1315,24.7,18.0,1.0,23.6,26.0,24.6,,2013.0
16940,2234263,324860,1267,0.712,18.0,1.0,0.655,0.774,0.726,,2013.0
16941,2234248,324860,1404,0.027,18.0,1.0,0.022,0.039,0.026,,2013.0
16942,2234231,324860,1089,1.73,18.0,1.0,1.54,2.08,1.72,,2013.0
16943,2234280,324860,1005,22.3,,49.0,,,,,
16944,2234297,324860,1063,10.5,,4.0,,,,,
16945,2234238,324860,1263,0.0,18.0,1.0,0.0,0.0,0.0,,2013.0
16946,2234247,324860,1101,1.68,18.0,1.0,1.46,1.88,1.68,,2013.0
16947,2234222,324860,1092,564.0,18.0,1.0,533.0,592.0,564.0,,2013.0
16948,2234283,324860,1258,10.1,,4.0,,,,,
16949,2234227,324860,1009,3.63,6.0,1.0,3.2,4.5,3.45,,2013.0
16950,2234279,324860,1004,51.1,18.0,1.0,49.7,52.7,51.1,,2013.0
16951,2234293,324860,1335,0.0,18.0,1.0,0.0,0.0,0.0,,2013.0
16952,2234276,324860,1109,9.11,6.0,1.0,8.44,9.59,9.26,,2013.0
16953,2234260,324860,1304,0.034,18.0,1.0,0.012,0.081,0.016,,2013.0
16954,2234302,324860,2012,0.578,,4.0,,,,,
16955,2234287,324860,1280,0.0,18.0,1.0,0.0,0.0,0.0,,2013.0
16956,2234288,324860,1272,0.0,18.0,1.0,0.0,0.0,0.0,,2013.0
16957,2234285,324860,1292,25.4,,4.0,,,,,
16958,2234306,324860,2022,0.018,,4.0,,,,,
16959,2234220,324860,1333,0.0,18.0,1.0,0.0,0.0,0.0,,2013.0
16960,2234213,324860,1311,0.011,18.0,1.0,0.011,0.013,0.011,,2013.0
16961,2234214,324860,1321,0.001,18.0,1.0,0.0,0.002,0.001,,2013.0
16962,2234218,324860,1303,0.0,18.0,1.0,0.0,0.001,0.0,,2013.0
16963,2234212,324860,1406,0.0,18.0,1.0,0.0,0.0,0.0,,2013.0
16964,2234217,324860,1411,0.0,18.0,1.0,0.0,0.0,0.0,,2013.0
16965,2234211,324860,1075,0.0,9.0,1.0,0.0,0.0,0.0,,2013.0
16966,2234215,324860,1405,0.01,18.0,1.0,0.009,0.011,0.01,,2013.0
16967,2234219,324860,1312,0.0,18.0,1.0,0.0,0.0,0.0,,2013.0
16968,2234216,324860,1409,0.0,18.0,1.0,0.0,0.0,0.0,,2013.0
16969,2234278,324860,1087,49.0,18.0,1.0,43.0,55.0,47.0,,2013.0
16970,2234269,324860,1128,0.0,6.0,1.0,0.0,0.0,0.0,,2013.0
16971,2234294,324860,1414,0.0,18.0,1.0,0.0,0.0,0.0,,2013.0
16972,2234240,324860,1127,0.69,6.0,1.0,0.48,0.97,0.65,,2013.0
16973,2234275,324860,1103,4.1,9.0,1.0,3.6,4.9,3.9,,2013.0
16974,2234230,324860,1093,429.0,18.0,1.0,409.0,482.0,422.0,,2013.0
16975,2234224,324860,1011,0.14,9.0,1.0,0.0,1.27,0.0,,2013.0
16976,2234301,324860,2010,0.029,,4.0,,,,,
16977,2234229,324860,1013,0.0,9.0,1.0,0.0,0.0,0.0,,2013.0
16978,2234277,324860,1051,1.18,18.0,1.0,0.7,2.4,0.91,,2013.0
16979,2234273,324860,1175,0.444,9.0,1.0,0.38,0.49,0.46,,2013.0
16980,2234281,324860,1008,597.0,,49.0,,,,,
16981,2234245,324860,1177,86.0,9.0,1.0,78.0,93.0,87.0,,2013.0
16982,2234257,324860,1313,0.008,18.0,1.0,0.007,0.009,0.008,,2013.0
16983,2234272,324860,1170,1.11,6.0,1.0,0.98,1.2,1.1,,2013.0
16984,2234253,324860,1278,0.0,18.0,1.0,0.0,0.0,0.0,,2013.0
16985,2234307,324860,2023,0.0,,4.0,,,,,
16986,2234304,324860,2018,0.028,,4.0,,,,,
16987,2234233,324860,1091,339.0,18.0,1.0,313.0,357.0,342.0,,2013.0
16988,2234241,324860,1130,0.0,6.0,1.0,0.0,0.0,0.0,,2013.0
16989,2234259,324860,1299,0.006,18.0,1.0,0.005,0.007,0.006,,2013.0
16990,13338509,324860,2047,639.0,,1.0,,,,,
16991,13338411,324860,2048,597.0,,49.0,,,,,
17763,2235134,325036,1089,0.45,12.0,1.0,0.22,1.1,0.27,,2013.0
17764,2235113,325036,1180,14.1,1.0,1.0,,,14.1,,2013.0
17765,2235102,325036,1265,7.4,12.0,1.0,5.99,8.57,7.08,,2013.0
17766,2235118,325036,1293,1.2,,4.0,,,,,
17767,2235136,325036,1091,634.0,12.0,1.0,411.0,760.0,664.0,,2013.0
17768,2235089,325036,1008,421.0,,49.0,,,,,
17769,2235156,325036,1178,1.35,6.0,1.0,1.1,1.8,1.2,,2013.0
17770,2235098,325036,1109,0.51,6.0,1.0,0.35,0.68,0.52,,2013.0
17771,2235148,325036,1264,2.39,12.0,1.0,0.972,3.09,2.58,,2013.0
17772,2235108,325036,1128,0.0,6.0,1.0,0.0,0.0,0.0,,2013.0
17773,2235124,325036,1313,0.006,12.0,1.0,0.0,0.008,0.007,,2013.0
17774,2235129,325036,1007,7.15,12.0,1.0,6.63,8.91,6.95,,2013.0
17775,2235112,325036,1175,0.081,6.0,1.0,0.065,0.095,0.082,,2013.0
17776,2235185,325036,2012,0.05,,4.0,,,,,
17777,2235173,325036,1414,0.0,12.0,1.0,0.0,0.0,0.0,,2013.0
17778,2235097,325036,1103,35.0,6.0,1.0,19.2,41.3,38.1,,2013.0
17779,2235167,325036,1333,0.0,12.0,1.0,0.0,0.0,0.0,,2013.0
17780,2235149,325036,1185,1.7,2.0,1.0,1.5,1.9,1.7,,2013.0
17781,2235163,325036,1316,0.861,12.0,1.0,0.412,1.56,0.833,,2013.0
17782,2235131,325036,1013,0.0,2.0,1.0,0.0,0.0,0.0,,2013.0
17783,2235123,325036,1311,0.138,12.0,1.0,0.061,0.172,0.146,,2013.0
17784,2235187,325036,2018,0.103,,4.0,,,,,
17785,2235188,325036,2020,0.029,,4.0,,,,,
17786,2235191,325036,2024,0.015,,4.0,,,,,
17787,2235192,325036,2025,0.0,,4.0,,,,,
17788,2235133,325036,1075,0.07,2.0,1.0,0.07,0.07,0.07,,2013.0
17789,2235086,325036,1184,0.0,2.0,1.0,0.0,0.0,0.0,,2013.0
17790,2235147,325036,1263,0.745,12.0,1.0,0.273,0.947,0.815,,2013.0
17791,2235139,325036,1101,0.066,12.0,1.0,0.037,0.16,0.044,,2013.0
17792,2235103,325036,1266,2.67,12.0,1.0,1.48,3.28,2.93,,2013.0
17793,2235182,325036,1330,0.172,,4.0,,,,,
17794,2235151,325036,1130,0.0,6.0,1.0,0.0,0.0,0.0,,2013.0
17795,2235117,325036,1292,6.4,,4.0,,,,,
17796,2235088,325036,1005,12.4,,49.0,,,,,
17797,2235141,325036,1106,228.0,,49.0,,,,,
17798,2235099,325036,1259,0.508,12.0,1.0,0.186,0.661,0.569,,2013.0
17799,2235126,325036,1321,0.001,12.0,1.0,0.0,0.005,0.0,,2013.0
17800,2235143,325036,1253,87.0,6.0,1.0,73.0,102.0,88.0,,2013.0
17801,2235090,325036,1010,0.0,2.0,1.0,0.0,0.0,0.0,,2013.0
17802,2235158,325036,1300,0.151,12.0,1.0,0.065,0.197,0.162,,2013.0
17803,2235096,325036,1095,4.33,12.0,1.0,1.62,5.39,4.81,,2013.0
17804,2235154,325036,1166,0.345,6.0,1.0,0.27,0.41,0.36,,2013.0
17805,2235174,325036,1334,0.001,12.0,1.0,0.0,0.004,0.0,,2013.0
17806,2235135,325036,1090,34.9,12.0,1.0,25.0,38.5,36.5,,2013.0
17807,2235142,325036,1273,0.012,12.0,1.0,0.01,0.014,0.012,,2013.0
17808,2235138,325036,1098,0.04,12.0,1.0,0.029,0.05,0.04,,2013.0
17809,2235095,325036,1092,184.0,12.0,1.0,121.0,252.0,186.0,,2013.0
17810,2235183,325036,2009,0.23,,4.0,,,,,
17811,2235107,325036,1126,0.01,6.0,1.0,0.0,0.05,0.0,,2013.0
17812,2235176,325036,1194,1.7,1.0,1.0,,,1.7,,2013.0
17813,2235110,325036,1167,0.078,6.0,1.0,0.03,0.14,0.07,,2013.0
17814,2235116,325036,1277,0.05,12.0,1.0,0.031,0.06,0.05,,2013.0
17815,2235122,325036,1306,0.172,12.0,1.0,0.076,0.237,0.179,,2013.0
17816,2235178,325036,1195,0.0,1.0,1.0,,,0.0,,2013.0
17817,2235161,325036,1312,0.0,12.0,1.0,0.0,0.0,0.0,,2013.0
17818,2235085,325036,1276,0.0,12.0,1.0,0.0,0.002,0.0,,2013.0
17819,2235165,325036,1323,0.045,12.0,1.0,0.021,0.063,0.046,,2013.0
17820,2235181,325036,1063,0.07,,4.0,,,,,
17821,2235146,325036,1261,0.274,12.0,1.0,0.097,0.347,0.306,,2013.0
17822,2235153,325036,1165,0.027,6.0,1.0,0.01,0.03,0.03,,2013.0
17823,2235160,325036,1303,0.079,12.0,1.0,0.028,0.103,0.084,,2013.0
17824,2235190,325036,2023,0.008,,4.0,,,,,
17825,2235094,325036,1087,884.0,12.0,1.0,348.0,1070.0,1020.0,,2013.0
17826,2235121,325036,1305,0.0,12.0,1.0,0.0,0.0,0.0,,2013.0
17827,2235140,325036,1105,228.0,2.0,1.0,201.0,255.0,228.0,,2013.0
17828,2235083,325036,1272,0.0,12.0,1.0,0.0,0.002,0.0,,2013.0
17829,2235130,325036,1012,0.0,2.0,1.0,0.0,0.0,0.0,,2013.0
17830,2235128,325036,1003,29.6,,49.0,11.0,35.4,34.1,,
17831,2235100,325036,1260,0.435,12.0,1.0,0.153,0.561,0.489,,2013.0
17832,2235177,325036,1197,3.1,1.0,1.0,,,3.1,,2013.0
17833,2235166,325036,1329,0.724,,4.0,,,,,
17834,2235164,325036,1317,0.001,12.0,1.0,0.0,0.002,0.001,,2013.0
17835,2235168,325036,1404,0.102,12.0,1.0,0.07,0.143,0.1,,2013.0
17836,2235084,325036,1278,0.008,12.0,1.0,0.004,0.012,0.007,,2013.0
17837,2235101,325036,1262,0.653,12.0,1.0,0.225,0.824,0.725,,2013.0
17838,2235189,325036,2022,0.042,,4.0,,,,,
17839,2235171,325036,1411,0.008,12.0,1.0,0.002,0.012,0.008,,2013.0
17840,2235114,325036,1183,7.1,2.0,1.0,6.8,7.4,7.1,,2013.0
17841,2235111,325036,1170,0.457,4.0,1.0,0.42,0.48,0.465,,2013.0
17842,2235092,325036,1014,0.0,2.0,1.0,0.0,0.0,0.0,,2013.0
17843,2235150,325036,1127,0.0,6.0,1.0,0.0,0.0,0.0,,2013.0
17844,2235169,325036,1405,0.002,12.0,1.0,0.0,0.004,0.001,,2013.0
17845,2235137,325036,1093,1750.0,12.0,1.0,1440.0,2350.0,1640.0,,2013.0
17846,2235109,325036,1129,0.0,6.0,1.0,0.0,0.0,0.0,,2013.0
17847,2235152,325036,1131,0.0,6.0,1.0,0.0,0.0,0.0,,2013.0
17848,2235155,325036,1177,6.0,2.0,1.0,6.0,6.0,6.0,,2013.0
17849,2235105,325036,1271,0.042,12.0,1.0,0.012,0.056,0.049,,2013.0
17850,2235115,325036,1198,0.2,1.0,1.0,,,0.2,,2013.0
17851,2235157,325036,1280,0.015,12.0,1.0,0.006,0.021,0.015,,2013.0
17852,2235184,325036,2010,0.045,,4.0,,,,,
17853,2235179,325036,1196,4.9,1.0,1.0,,,4.9,,2013.0
17854,2235180,325036,1199,4.4,1.0,1.0,,,4.4,,2013.0
17855,2235119,325036,1299,0.244,12.0,1.0,0.096,0.327,0.264,,2013.0
17856,2235087,325036,1004,28.0,12.0,1.0,22.3,35.2,28.5,,2013.0
17857,2235104,325036,1267,0.046,12.0,1.0,0.031,0.067,0.045,,2013.0
17858,2235091,325036,1011,0.0,2.0,1.0,0.0,0.0,0.0,,2013.0
17859,2235127,325036,1406,0.027,12.0,1.0,0.007,0.037,0.032,,2013.0
17860,2235106,325036,1125,0.0,6.0,1.0,0.0,0.0,0.0,,2013.0
17861,2235170,325036,1409,0.003,12.0,1.0,0.0,0.004,0.003,,2013.0
17862,2235145,325036,1258,15.5,,4.0,,,,,
17863,2235125,325036,1314,0.287,12.0,1.0,0.133,0.403,0.286,,2013.0
17864,2235175,325036,1002,4.63,12.0,1.0,1.73,5.55,5.34,,2013.0
17865,2235093,325036,1051,22.8,12.0,1.0,20.2,25.1,23.4,,2013.0
17866,2235132,325036,1062,1760.0,,49.0,,,,,
