,id,fdc_id,nutrient_id,amount,data_points,derivation_id,min,max,median,footnote,min_year_acquired
35570,2252808,329830,1329,0.71,,4.0,,,,,
35571,2252876,329830,1265,6.09,6.0,1.0,5.74,6.77,5.98,,2009.0
35572,2252928,329830,2023,0.009,,4.0,,,,,
35573,2252909,329830,1223,1.82,2.0,1.0,1.81,1.83,1.82,,2009.0
35574,2252912,329830,1213,2.29,2.0,1.0,2.15,2.43,2.29,,2009.0
35575,2252898,329830,1225,0.435,2.0,1.0,0.43,0.44,0.435,,2009.0
35576,2252885,329830,1304,0.635,6.0,1.0,0.548,0.713,0.631,,2009.0
35577,2252831,329830,1131,0.03,6.0,1.0,0.0,0.17,0.0,,2009.0
35578,2252901,329830,1222,0.75,2.0,1.0,0.75,0.75,0.75,,2009.0
35579,2252847,329830,1301,0.009,6.0,1.0,0.008,0.01,0.008,,2009.0
35580,2252843,329830,1273,0.013,6.0,1.0,0.012,0.015,0.013,,2009.0
35581,2252893,329830,1334,0.002,6.0,1.0,0.0,0.003,0.002,,2009.0
35582,2252878,329830,1267,0.038,6.0,1.0,0.034,0.043,0.038,,2009.0
35583,2252913,329830,1224,5.32,2.0,1.0,5.3,5.35,5.32,,2009.0
35584,2252917,329830,1196,0.6,1.0,1.0,,,0.6,,2009.0
35585,2252830,329830,1130,0.1,6.0,1.0,0.01,0.52,0.01,,2009.0
35586,2252816,329830,1090,26.7,6.0,1.0,19.1,31.9,28.5,,2009.0
35587,2252832,329830,1165,0.038,6.0,1.0,0.02,0.05,0.04,,2009.0
35588,2252826,329830,1114,1.8,1.0,1.0,,,1.8,,2009.0
35589,2252869,329830,1175,0.091,6.0,1.0,0.062,0.111,0.092,,2009.0
35590,2252908,329830,1219,1.48,2.0,1.0,1.47,1.48,1.48,,2009.0
35591,2252854,329830,1014,0.0,6.0,1.0,0.0,0.0,0.0,,2009.0
35592,2252931,329830,2026,0.007,,4.0,,,,,
35593,2252858,329830,1095,3.28,6.0,1.0,2.9,4.02,3.21,,2009.0
35594,2252918,329830,1195,8.5,1.0,1.0,,,8.5,,2009.0
35595,2252800,329830,1404,0.11,6.0,1.0,0.088,0.133,0.11,,2009.0
35596,2252889,329830,1313,0.007,6.0,1.0,0.007,0.008,0.007,,2009.0
35597,2252865,329830,1128,0.06,6.0,1.0,0.01,0.31,0.02,,2009.0
35598,2252867,329830,1167,0.083,6.0,1.0,0.05,0.15,0.07,,2009.0
35599,2252915,329830,1194,1.2,1.0,1.0,,,1.2,,2009.0
35600,2252899,329830,1215,0.535,2.0,1.0,0.53,0.54,0.535,,2009.0
35601,2252813,329830,1062,1360.0,,49.0,,,,,
35602,2252862,329830,1123,4.0,2.0,1.0,3.0,4.0,4.0,,2009.0
35603,2252821,329830,1105,223.0,2.0,1.0,192.0,254.0,223.0,,2009.0
35604,2252924,329830,2016,0.839,,4.0,,,,,
35605,2252853,329830,1011,0.0,6.0,1.0,0.0,0.0,0.0,,2009.0
35606,2252871,329830,1183,5.9,2.0,1.0,5.8,6.0,5.9,,2009.0
35607,2252921,329830,2009,0.167,,4.0,,,,,
35608,2252887,329830,1306,0.167,6.0,1.0,0.155,0.186,0.165,,2009.0
35609,2252883,329830,1293,1.06,,4.0,,,,,
36451,2253857,330137,1110,0.0,1.0,1.0,,,0.0,,2012.0
36452,2253851,330137,1051,85.0,18.0,1.0,84.3,85.7,85.0,,2012.0
36453,2253774,330137,1090,10.7,18.0,1.0,10.2,11.5,10.6,,2012.0
36454,2253804,330137,1315,0.039,9.0,1.0,0.028,0.05,0.038,,2012.0
36455,2253874,330137,1215,0.293,3.0,1.0,0.28,0.3,0.3,,2012.0
36456,2253823,330137,1130,0.0,9.0,1.0,0.0,0.0,0.0,,2012.0
36457,2253900,330137,2018,0.001,,4.0,,,,,
36458,2253779,330137,1198,0.8,1.0,1.0,,,0.8,,2012.0
36459,2253855,330137,1103,9.9,9.0,1.0,9.3,10.2,10.0,,2012.0
36460,2253840,330137,1306,0.0,9.0,1.0,0.0,0.0,0.0,,2012.0
36461,2253847,330137,1008,61.0,,49.0,,,,,
36462,2253787,330137,1013,2.57,3.0,1.0,2.5,2.6,2.6,,2012.0
36463,2253894,330137,1063,3.27,,4.0,,,,,
36464,2253887,330137,1414,0.0,9.0,1.0,0.0,0.0,0.0,,2012.0
36465,2253792,330137,1258,0.108,,4.0,,,,,
36466,2253889,330137,1194,2.2,1.0,1.0,,,2.2,,2012.0
36467,2253901,330137,2020,0.0,,4.0,,,,,
36468,2253843,330137,1314,0.002,9.0,1.0,0.0,0.004,0.002,,2012.0
36469,2253833,330137,1276,0.0,9.0,1.0,0.0,0.0,0.0,,2012.0
36470,2253800,330137,1300,0.003,9.0,1.0,0.0,0.004,0.003,,2012.0
36471,2253890,330137,1199,1.6,1.0,1.0,,,1.6,,2012.0
36472,2253789,330137,1075,0.7,3.0,1.0,0.7,0.7,0.7,,2012.0
36473,2253871,330137,1225,0.19,3.0,1.0,0.18,0.2,0.19,,2012.0
36474,2253882,330137,1226,1.17,3.0,1.0,1.12,1.2,1.2,,2012.0
36475,2253819,330137,1106,1.0,,49.0,,,,,
36476,2253802,330137,1303,0.0,9.0,1.0,0.0,0.001,0.0,,2012.0
36477,2253778,330137,1183,0.0,3.0,1.0,0.0,0.0,0.0,,2012.0
36478,2253879,330137,1214,0.833,3.0,1.0,0.81,0.85,0.84,,2012.0
36479,2253814,330137,1091,136.0,18.0,1.0,130.0,142.0,135.0,,2012.0
36480,2253856,330137,1109,0.01,9.0,1.0,0.01,0.01,0.01,,2012.0
36481,2253791,330137,1257,0.005,,4.0,,,,,
36482,2253803,330137,1312,0.0,9.0,1.0,0.0,0.0,0.0,,2012.0
36483,2253793,330137,1261,0.004,9.0,1.0,0.003,0.005,0.004,,2012.0
36484,2253865,330137,1175,0.064,9.0,1.0,0.06,0.07,0.063,,2012.0
36485,2253845,330137,1004,0.37,18.0,1.0,0.23,0.61,0.34,,2012.0
36486,2253898,330137,2012,0.002,,4.0,,,,,
36487,2253815,330137,1093,36.0,18.0,1.0,33.0,39.0,35.0,,2012.0
36488,2253880,330137,1221,0.293,3.0,1.0,0.28,0.3,0.3,,2012.0
36489,2253893,330137,1196,1.4,1.0,1.0,,,1.4,,2012.0
36490,2253846,330137,1005,3.64,,49.0,,,,,
36491,2253858,330137,1111,0.0,1.0,1.0,,,0.0,,2012.0
36492,2253795,330137,1264,0.014,9.0,1.0,0.009,0.019,0.013,,2012.0
36493,2253801,330137,1301,0.0,9.0,1.0,0.0,0.0,0.0,,2012.0
36494,2253782,330137,1166,0.281,9.0,1.0,0.25,0.3,0.29,,2012.0
36495,2253875,330137,1212,0.527,3.0,1.0,0.5,0.54,0.54,,2012.0
36496,2253885,330137,1210,0.133,3.0,1.0,0.13,0.14,0.13,,2012.0
36497,2253797,330137,1273,0.0,9.0,1.0,0.0,0.0,0.0,,2012.0
36498,2253849,330137,1011,0.0,3.0,1.0,0.0,0.0,0.0,,2012.0
36499,2253872,330137,1222,0.35,3.0,1.0,0.33,0.36,0.36,,2012.0
36500,2253799,330137,1280,0.0,9.0,1.0,0.0,0.0,0.0,,2012.0
36501,2253810,330137,1404,0.001,9.0,1.0,0.0,0.003,0.0,,2012.0
36502,2253867,330137,1223,0.737,3.0,1.0,0.7,0.76,0.75,,2012.0
36503,2253826,330137,1259,0.0,9.0,1.0,0.0,0.0,0.0,,2012.0
36504,2253899,330137,2016,0.01,,4.0,,,,,
36505,2253868,330137,1211,0.41,3.0,1.0,0.36,0.46,0.41,,2012.0
36506,2253817,330137,1101,0.009,18.0,1.0,0.005,0.015,0.009,,2012.0
36507,2253821,330137,1114,0.0,,4.0,,,,,
36508,2253813,330137,1411,0.0,9.0,1.0,0.0,0.0,0.0,,2012.0
36509,2253838,330137,1304,0.005,9.0,1.0,0.003,0.009,0.005,,2012.0
36510,2253873,330137,1219,0.667,3.0,1.0,0.63,0.69,0.68,,2012.0
36511,2253818,330137,1105,1.0,3.0,1.0,0.0,2.0,1.0,,2012.0
36512,2253805,330137,1316,0.01,9.0,1.0,0.006,0.017,0.009,,2012.0
36513,2253862,330137,1129,0.0,9.0,1.0,0.0,0.0,0.0,,2012.0
36514,2253837,330137,1299,0.003,9.0,1.0,0.002,0.004,0.003,,2012.0
36515,2253896,330137,2009,0.001,,4.0,,,,,
36516,2253781,330137,1165,0.022,9.0,1.0,0.02,0.03,0.02,,2012.0
36517,2253884,330137,1216,0.083,3.0,1.0,0.08,0.09,0.08,,2012.0
36518,2253806,330137,1317,0.0,9.0,1.0,0.0,0.0,0.0,,2012.0
36519,2253877,330137,1218,0.51,3.0,1.0,0.49,0.52,0.52,,2012.0
36520,2253895,330137,1330,0.0,,4.0,,,,,
36521,2253836,330137,1293,0.011,,4.0,,,,,
36522,2253902,330137,2022,0.0,,4.0,,,,,
36523,2253861,330137,1128,0.0,9.0,1.0,0.0,0.0,0.0,,2012.0
36524,2253825,330137,1406,0.0,9.0,1.0,0.0,0.0,0.0,,2012.0
36525,2253863,330137,1167,0.211,9.0,1.0,0.19,0.23,0.21,,2012.0
36526,2253842,330137,1313,0.0,9.0,1.0,0.0,0.0,0.0,,2012.0
36527,2253798,330137,1278,0.0,9.0,1.0,0.0,0.0,0.0,,2012.0
36528,2253775,330137,1184,0.0,3.0,1.0,0.0,0.0,0.0,,2012.0
36529,2253886,330137,1335,0.0,9.0,1.0,0.0,0.0,0.0,,2012.0
36530,2253809,330137,1333,0.0,9.0,1.0,0.0,0.0,0.0,,2012.0
36531,2253883,330137,1228,0.0,3.0,1.0,0.0,0.0,0.0,,2012.0
36532,2253870,330137,1224,2.19,3.0,1.0,2.08,2.27,2.22,,2012.0
36533,2253869,330137,1227,0.533,3.0,1.0,0.52,0.55,0.53,,2012.0
36534,2253820,330137,1112,0.0,1.0,1.0,,,0.0,,2012.0
36535,2253829,330137,1265,0.045,9.0,1.0,0.032,0.059,0.047,,2012.0
36536,2253903,330137,2023,0.0,,4.0,,,,,
36537,2253777,330137,1180,15.1,1.0,1.0,,,15.1,,2012.0
36538,2253907,330137,1085,0.17,,4.0,,,,,
36539,2253892,330137,1195,1.6,1.0,1.0,,,1.6,,2012.0
36540,2253888,330137,1334,0.0,9.0,1.0,0.0,0.0,0.0,,2012.0
36541,2253790,330137,1253,5.0,9.0,1.0,5.0,6.0,5.0,,2012.0
36542,2253835,330137,1292,0.043,,4.0,,,,,
36543,2253812,330137,1409,0.0,9.0,1.0,0.0,0.0,0.0,,2012.0
36544,2253827,330137,1260,0.002,9.0,1.0,0.001,0.003,0.002,,2012.0
36545,2253854,330137,1095,0.53,18.0,1.0,0.49,0.6,0.51,,2012.0
36546,2253860,330137,1126,0.0,9.0,1.0,0.0,0.0,0.0,,2012.0
36547,2253808,330137,1329,0.005,,4.0,,,,,
36548,2253830,330137,1266,0.02,9.0,1.0,0.015,0.024,0.021,,2012.0
36549,2253876,330137,1213,1.03,3.0,1.0,0.98,1.06,1.05,,2012.0
36550,2253784,330137,1003,10.3,,49.0,6.89,12.2,10.4,,
36551,2253864,330137,1170,0.332,6.0,1.0,0.33,0.34,0.33,,2012.0
36552,2253794,330137,1263,0.006,9.0,1.0,0.004,0.008,0.005,,2012.0
36553,2253844,330137,1321,0.0,9.0,1.0,0.0,0.0,0.0,,2012.0
36554,2253816,330137,1098,0.017,18.0,1.0,0.015,0.018,0.017,,2012.0
36555,2253841,330137,1311,0.0,9.0,1.0,0.0,0.0,0.0,,2012.0
36556,2253897,330137,2010,0.0,,4.0,,,,,
36557,2253839,330137,1305,0.0,9.0,1.0,0.0,0.0,0.0,,2012.0
36558,2253788,330137,1062,256.0,,49.0,,,,,
36559,2253866,330137,1002,1.61,18.0,1.0,1.08,1.91,1.62,,2012.0
36560,2253834,330137,1277,0.002,9.0,1.0,0.0,0.003,0.002,,2012.0
36561,2253785,330137,1007,0.72,18.0,1.0,0.64,0.78,0.72,,2012.0
36562,2253904,330137,2024,0.0,,4.0,,,,,
36563,2253859,330137,1125,0.0,9.0,1.0,0.0,0.0,0.0,,2012.0
36564,2253906,330137,2026,0.0,,4.0,,,,,
36565,2253780,330137,1178,0.7,9.0,1.0,0.36,0.97,0.79,,2012.0
36566,2253824,330137,1131,0.0,9.0,1.0,0.0,0.0,0.0,,2012.0
36567,2253881,330137,1220,0.363,3.0,1.0,0.35,0.37,0.37,,2012.0
36568,2253848,330137,1010,0.0,3.0,1.0,0.0,0.0,0.0,,2012.0
36569,2253832,330137,1271,0.0,9.0,1.0,0.0,0.0,0.0,,2012.0
36570,2253811,330137,1405,0.0,9.0,1.0,0.0,0.0,0.0,,2012.0
36571,2253850,330137,1014,0.0,3.0,1.0,0.0,0.0,0.0,,2012.0
36572,2253783,330137,1089,0.07,18.0,1.0,0.04,0.11,0.07,,2012.0
36573,2253891,330137,1197,8.3,1.0,1.0,,,8.3,,2012.0
36574,2253822,330137,1127,0.0,9.0,1.0,0.0,0.0,0.0,,2012.0
36575,2253776,330137,1185,0.0,3.0,1.0,0.0,0.0,0.0,,2012.0
36576,2253853,330137,1092,141.0,18.0,1.0,132.0,145.0,141.0,,2012.0
36577,2253852,330137,1087,111.0,18.0,1.0,108.0,115.0,110.0,,2012.0
36578,2253905,330137,2025,0.0,,4.0,,,,,
36579,2253878,330137,1217,0.513,3.0,1.0,0.49,0.53,0.52,,2012.0
36580,2253786,330137,1012,0.0,3.0,1.0,0.0,0.0,0.0,,2012.0
36581,2253796,330137,1272,0.0,9.0,1.0,0.0,0.003,0.0,,2012.0
36582,2253831,330137,1267,0.0,9.0,1.0,0.0,0.002,0.0,,2012.0
36583,2253828,330137,1262,0.012,9.0,1.0,0.008,0.016,0.012,,2012.0
36584,2253807,330137,1323,0.0,9.0,1.0,0.0,0.0,0.0,,2012.0
36585,13338542,330137,2047,59.0,,1.0,,,,,
36586,13338444,330137,2048,61.0,,49.0,,,,,
37047,2254457,330415,1063,11.5,,4.0,,,,,
37048,2254425,330415,1122,0.0,1.0,1.0,,,0.0,,2014.0
37049,2254414,330415,1089,0.09,16.0,1.0,0.05,0.18,0.07,,2014.0
37050,2254383,330415,1167,0.208,10.0,1.0,0.18,0.23,0.21,,2014.0
37051,2254418,330415,1098,0.02,16.0,1.0,0.015,0.028,0.019,,2014.0
37052,2254460,330415,2009,0.0,,4.0,,,,,
37053,2254453,330415,1411,0.0,3.0,1.0,0.0,0.0,0.0,,2014.0
37054,2254445,330415,1316,0.015,3.0,1.0,0.007,0.029,0.008,,2014.0
37055,2254395,330415,1292,0.029,,4.0,,,,,
37056,2254411,330415,1062,347.0,,49.0,,,,,
37057,2254439,330415,1280,0.0,3.0,1.0,0.0,0.0,0.0,,2014.0
37058,2254416,330415,1091,113.0,16.0,1.0,109.0,118.0,113.0,,2014.0
37059,2254466,330415,2022,0.0,,4.0,,,,,
37060,2254422,330415,1112,1.0,1.0,1.0,,,1.0,,2014.0
37061,2254431,330415,1257,0.002,,4.0,,,,,
37062,2254442,330415,1303,0.0,3.0,1.0,0.0,0.0,0.0,,2014.0
37063,2254438,330415,1278,0.0,3.0,1.0,0.0,0.0,0.0,,2014.0
37064,2254387,330415,1260,0.001,3.0,1.0,0.0,0.002,0.001,,2014.0
37065,2254428,330415,1177,20.0,1.0,1.0,,,20.0,,2014.0
37066,2254430,330415,1253,4.0,1.0,1.0,,,4.0,,2014.0
37067,2254404,330415,1321,0.0,3.0,1.0,0.0,0.0,0.0,,2014.0
37068,2254427,330415,1166,0.25,10.0,1.0,0.17,0.34,0.26,,2014.0
37069,2254417,330415,1093,32.0,16.0,1.0,30.0,37.0,32.0,,2014.0
37070,2254412,330415,1075,0.52,10.0,1.0,0.39,0.58,0.54,,2014.0
37071,2254469,330415,2025,0.0,,4.0,,,,,
37072,2254392,330415,1271,0.0,3.0,1.0,0.0,0.0,0.0,,2014.0
37073,2254444,330415,1315,0.027,3.0,1.0,0.022,0.036,0.023,,2014.0
37074,2254389,330415,1265,0.038,3.0,1.0,0.036,0.039,0.038,,2014.0
37075,2254369,330415,1004,0.15,16.0,1.0,0.07,0.3,0.15,,2014.0
37076,2254382,330415,1123,4.0,1.0,1.0,,,4.0,,2014.0
37077,2254443,330415,1312,0.0,3.0,1.0,0.0,0.0,0.0,,2014.0
37078,2254384,330415,1170,0.363,6.0,1.0,0.32,0.39,0.37,,2014.0
37079,2254410,330415,1013,2.46,10.0,1.0,2.3,2.59,2.46,,2014.0
37080,2254377,330415,1092,133.0,16.0,1.0,121.0,151.0,128.0,,2014.0
37081,2254434,330415,1263,0.006,3.0,1.0,0.005,0.007,0.006,,2014.0
37082,2254375,330415,1051,79.0,16.0,1.0,77.7,80.1,78.8,,2014.0
37083,2254371,330415,1008,83.0,,49.0,,,,,
37084,2254415,330415,1090,10.4,16.0,1.0,10.0,11.2,10.3,,2014.0
37085,2254401,330415,1311,0.0,3.0,1.0,0.0,0.0,0.0,,2014.0
37086,2254368,330415,1106,0.0,,49.0,,,,,
37087,2254420,330415,1107,2.0,1.0,1.0,,,2.0,,2014.0
37088,2254379,330415,1103,9.8,10.0,1.0,8.8,12.1,9.4,,2014.0
37089,2254398,330415,1304,0.002,3.0,1.0,0.0,0.005,0.0,,2014.0
37090,2254432,330415,1258,0.103,,4.0,,,,,
37091,2254403,330415,1314,0.001,3.0,1.0,0.001,0.001,0.001,,2014.0
37092,2254440,330415,1300,0.002,3.0,1.0,0.002,0.002,0.002,,2014.0
37093,2254450,330415,1404,0.006,3.0,1.0,0.001,0.015,0.002,,2014.0
37094,2254393,330415,1276,0.0,3.0,1.0,0.0,0.0,0.0,,2014.0
37095,2254407,330415,1007,0.59,16.0,1.0,0.53,0.71,0.59,,2014.0
37096,2254400,330415,1306,0.0,3.0,1.0,0.0,0.0,0.0,,2014.0
37097,2254381,330415,1111,0.0,1.0,1.0,,,0.0,,2014.0
37098,2254467,330415,2023,0.0,,4.0,,,,,
37099,2254448,330415,1329,0.002,,4.0,,,,,
37100,2254464,330415,2018,0.006,,4.0,,,,,
37101,2254429,330415,1178,0.45,7.0,1.0,0.25,0.62,0.45,,2014.0
37102,2254378,330415,1095,0.46,16.0,1.0,0.43,0.52,0.44,,2014.0
37103,2254456,330415,1335,0.0,3.0,1.0,0.0,0.0,0.0,,2014.0
37104,2254452,330415,1409,0.0,3.0,1.0,0.0,0.0,0.0,,2014.0
37105,2254419,330415,1101,0.034,16.0,1.0,0.027,0.045,0.031,,2014.0
37106,2254433,330415,1261,0.003,3.0,1.0,0.002,0.003,0.003,,2014.0
37107,2254446,330415,1317,0.0,3.0,1.0,0.0,0.0,0.0,,2014.0
37108,2254374,330415,1014,0.0,10.0,1.0,0.0,0.0,0.0,,2014.0
37109,2254376,330415,1087,97.0,16.0,1.0,92.0,103.0,97.0,,2014.0
37110,2254405,330415,1406,0.0,3.0,1.0,0.0,0.0,0.0,,2014.0
37111,2254396,330415,1293,0.021,,4.0,,,,,
37112,2254470,330415,2026,0.0,,4.0,,,,,
37113,2254459,330415,1330,0.0,,4.0,,,,,
37114,2254451,330415,1405,0.0,3.0,1.0,0.0,0.0,0.0,,2014.0
37115,2254449,330415,1333,0.0,3.0,1.0,0.0,0.0,0.0,,2014.0
37116,2254397,330415,1299,0.003,3.0,1.0,0.002,0.003,0.003,,2014.0
37117,2254436,330415,1272,0.0,3.0,1.0,0.0,0.0,0.0,,2014.0
37118,2254468,330415,2024,0.0,,4.0,,,,,
37119,2254373,330415,1011,0.84,10.0,1.0,0.18,2.13,0.82,,2014.0
37120,2254424,330415,1120,0.0,1.0,1.0,,,0.0,,2014.0
37121,2254447,330415,1323,0.0,3.0,1.0,0.0,0.0,0.0,,2014.0
37122,2254385,330415,1175,0.05,10.0,1.0,0.046,0.053,0.051,,2014.0
37123,2254372,330415,1010,5.56,10.0,1.0,3.86,6.86,6.15,,2014.0
37124,2254370,330415,1005,12.2,,4.0,,,,,
37125,2254441,330415,1301,0.0,3.0,1.0,0.0,0.0,0.0,,2014.0
37126,2254465,330415,2020,0.0,,4.0,,,,,
37127,2254461,330415,2010,0.0,,4.0,,,,,
37128,2254409,330415,1012,2.09,10.0,1.0,0.73,4.51,1.15,,2014.0
37129,2254454,330415,1414,0.0,3.0,1.0,0.0,0.0,0.0,,2014.0
37130,2254426,330415,1162,0.2,2.0,1.0,0.2,0.3,0.2,,2014.0
37131,2254423,330415,1114,1.0,,4.0,,,,,
37132,2254408,330415,1009,0.0,2.0,1.0,0.0,0.0,0.0,,2014.0
37133,2254406,330415,1003,8.06,16.0,1.0,7.66,8.36,8.06,,2014.0
37134,2254462,330415,2012,0.001,,4.0,,,,,
37135,2254399,330415,1305,0.0,3.0,1.0,0.0,0.0,0.0,,2014.0
37136,2254463,330415,2016,0.015,,4.0,,,,,
37137,2254390,330415,1266,0.017,3.0,1.0,0.017,0.018,0.017,,2014.0
37138,2254458,330415,1050,12.0,,4.0,,,,,
37139,2254471,330415,1085,0.15,,4.0,,,,,
37140,2254386,330415,1259,0.007,3.0,1.0,0.006,0.007,0.007,,2014.0
37141,2254402,330415,1313,0.0,3.0,1.0,0.0,0.0,0.0,,2014.0
37142,2254391,330415,1267,0.0,3.0,1.0,0.0,0.0,0.0,,2014.0
37143,2254394,330415,1277,0.001,3.0,1.0,0.0,0.001,0.001,,2014.0
37144,2254413,330415,1079,0.6,2.0,1.0,0.4,0.7,0.6,,2014.0
37145,2254435,330415,1264,0.01,3.0,1.0,0.008,0.011,0.01,,2014.0
37146,2254437,330415,1273,0.0,3.0,1.0,0.0,0.0,0.0,,2014.0
37147,2254455,330415,1334,0.0,3.0,1.0,0.0,0.0,0.0,,2014.0
37148,2254421,330415,1108,0.0,1.0,1.0,,,0.0,,2014.0
37149,2254380,330415,1110,40.0,1.0,1.0,,,40.0,,2014.0
37150,2254388,330415,1262,0.018,3.0,1.0,0.017,0.018,0.018,,2014.0
37151,13338527,330415,2047,82.0,,1.0,,,,,
37152,13338429,330415,2048,83.0,,49.0,,,,,
37486,2254826,330458,1273,0.019,6.0,1.0,0.015,0.024,0.018,,2014.0
37487,2254864,330458,1311,0.0,6.0,1.0,0.0,0.0,0.0,,2014.0
37488,2254812,330458,1300,0.009,6.0,1.0,0.008,0.012,0.009,,2014.0
37489,2254833,330458,1007,0.03,6.0,1.0,0.03,0.05,0.03,,2014.0
37490,2254871,330458,1092,0.0,4.0,1.0,0.0,0.0,0.0,,2014.0
37491,2254849,330458,1128,2.17,3.0,1.0,1.75,2.51,2.25,,2014.0
37492,2254880,330458,2009,0.0,,4.0,,,,,
37493,2254886,330458,2022,0.0,,4.0,,,,,
37494,2254840,330458,1131,0.25,3.0,1.0,0.1,0.34,0.32,,2014.0
37495,2254850,330458,1129,0.13,3.0,1.0,0.07,0.17,0.14,,2014.0
37496,2254884,330458,2018,0.02,,4.0,,,,,
37497,2254855,330458,1265,8.64,6.0,1.0,8.36,9.41,8.51,,2014.0
37498,2254822,330458,1404,0.02,6.0,1.0,0.0,0.035,0.019,,2014.0
37499,2254834,330458,1089,0.05,4.0,1.0,0.04,0.09,0.04,,2014.0
37500,2254854,330458,1262,5.39,6.0,1.0,5.26,5.56,5.38,,2014.0
37501,2254852,330458,1259,0.009,6.0,1.0,0.0,0.031,0.0,,2014.0
37502,2254819,330458,1323,0.0,6.0,1.0,0.0,0.0,0.0,,2014.0
37503,2254843,330458,1008,833.0,,49.0,,,,,
37504,2254805,330458,1272,0.0,6.0,1.0,0.0,0.0,0.0,,2014.0
37505,2254861,330458,1304,0.021,6.0,1.0,0.0,0.068,0.013,,2014.0
37506,2254830,330458,1263,41.8,6.0,1.0,41.1,42.4,42.0,,2014.0
37507,2254807,330458,1280,0.0,6.0,1.0,0.0,0.0,0.0,,2014.0
37508,2254837,330458,1101,0.0,4.0,1.0,0.0,0.0,0.0,,2014.0
37509,2254814,330458,1303,0.0,6.0,1.0,0.0,0.0,0.0,,2014.0
37510,2254867,330458,1321,0.0,6.0,1.0,0.0,0.0,0.0,,2014.0
37511,2254836,330458,1098,0.0,4.0,1.0,0.0,0.0,0.0,,2014.0
37512,2254820,330458,1329,0.021,,4.0,,,,,
37513,2254823,330458,1405,0.0,6.0,1.0,0.0,0.0,0.0,,2014.0
37514,2254877,330458,1335,0.0,6.0,1.0,0.0,0.0,0.0,,2014.0
37515,2254815,330458,1312,0.0,6.0,1.0,0.0,0.0,0.0,,2014.0
37516,2254891,330458,1085,90.5,,4.0,,,,,
37517,2254870,330458,1005,0.84,,49.0,,,,,
37518,2254848,330458,1126,0.0,3.0,1.0,0.0,0.0,0.0,,2014.0
37519,2254876,330458,1334,0.0,6.0,1.0,0.0,0.0,0.0,,2014.0
37520,2254885,330458,2020,0.0,,4.0,,,,,
37521,2254878,330458,1002,0.0,6.0,1.0,0.0,0.0,0.0,,2014.0
37522,2254808,330458,1271,0.0,6.0,1.0,0.0,0.0,0.0,,2014.0
37523,2254813,330458,1301,0.031,6.0,1.0,0.027,0.036,0.031,,2014.0
37524,2254832,330458,1003,0.0,,49.0,0.0,0.0,0.0,,
37525,2254874,330458,1093,0.0,4.0,1.0,0.0,0.0,0.0,,2014.0
37526,2254853,330458,1260,0.477,6.0,1.0,0.254,0.647,0.46,,2014.0
37527,2254865,330458,1313,0.0,6.0,1.0,0.0,0.0,0.0,,2014.0
37528,2254816,330458,1315,6.25,6.0,1.0,5.68,6.94,6.2,,2014.0
37529,2254809,330458,1276,0.0,6.0,1.0,0.0,0.0,0.0,,2014.0
37530,2254844,330458,1051,0.03,6.0,1.0,0.01,0.09,0.01,,2014.0
37531,2254817,330458,1316,1.68,6.0,1.0,1.41,1.85,1.7,,2014.0
37532,2254889,330458,2025,0.0,,4.0,,,,,
37533,2254875,330458,1414,0.0,6.0,1.0,0.0,0.0,0.0,,2014.0
37534,2254845,330458,1087,1.0,4.0,1.0,1.0,1.0,1.0,,2014.0
37535,2254890,330458,2026,0.0,,4.0,,,,,
37536,2254888,330458,2024,0.0,,4.0,,,,,
37537,2254824,330458,1409,0.0,6.0,1.0,0.0,0.0,0.0,,2014.0
37538,2254868,330458,1406,0.0,6.0,1.0,0.0,0.0,0.0,,2014.0
37539,2254846,330458,1095,0.02,4.0,1.0,0.01,0.02,0.02,,2014.0
37540,2254811,330458,1185,0.6,1.0,1.0,,,0.6,,2014.0
37541,2254821,330458,1333,0.0,6.0,1.0,0.0,0.0,0.0,,2014.0
37542,2254858,330458,1292,6.31,,4.0,,,,,
37543,2254806,330458,1278,0.0,6.0,1.0,0.0,0.0,0.0,,2014.0
37544,2254842,330458,1109,0.11,3.0,1.0,0.0,0.21,0.13,,2014.0
37545,2254838,330458,1127,0.18,3.0,1.0,0.1,0.28,0.15,,2014.0
37546,2254829,330458,1261,6.8,6.0,1.0,6.59,7.21,6.71,,2014.0
37547,2254873,330458,1091,0.0,4.0,1.0,0.0,0.0,0.0,,2014.0
37548,2254847,330458,1125,0.6,3.0,1.0,0.54,0.7,0.56,,2014.0
37549,2254827,330458,1257,0.028,,4.0,,,,,
37550,2254831,330458,1264,16.7,6.0,1.0,16.3,17.0,16.6,,2014.0
37551,2254881,330458,2010,0.0,,4.0,,,,,
37552,2254866,330458,1314,0.016,6.0,1.0,0.014,0.02,0.015,,2014.0
37553,2254839,330458,1130,0.36,3.0,1.0,0.19,0.5,0.39,,2014.0
37554,2254883,330458,2016,1.68,,4.0,,,,,
37555,2254862,330458,1305,0.0,6.0,1.0,0.0,0.0,0.0,,2014.0
37556,2254882,330458,2012,0.041,,4.0,,,,,
37557,2254851,330458,1183,0.0,1.0,1.0,,,0.0,,2014.0
37558,2254828,330458,1258,82.5,,4.0,,,,,
37559,2254879,330458,1330,0.007,,4.0,,,,,
37560,2254859,330458,1293,1.7,,4.0,,,,,
